IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.5,55790,149.171.126.1,24182,6,36.0,2958,31788,48,50,27,16,0,Benign
59.166.0.8,58447,149.171.126.9,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.8,4781,149.171.126.0,5190,6,0.0,1036,2262,12,12,27,0,0,Benign
59.166.0.9,4319,149.171.126.1,2974,6,11.0,4432,2456,18,18,27,5,0,Benign
59.166.0.2,27063,149.171.126.6,6881,6,0.0,34910,1500630,627,1168,27,4294936,0,Benign
59.166.0.2,45334,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.9,14842,149.171.126.2,28760,6,0.0,424,8824,8,12,27,313,0,Benign
59.166.0.6,28491,149.171.126.1,25223,6,36.0,2558,23268,40,42,27,29,0,Benign
59.166.0.4,2090,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.1,50959,149.171.126.6,37857,6,0.0,320,1922,6,8,27,6,0,Benign
59.166.0.0,39069,149.171.126.6,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.1,58260,149.171.126.5,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.1,58741,149.171.126.2,5190,6,0.0,2062,2308,24,24,27,7,0,Benign
59.166.0.9,58486,149.171.126.2,32200,6,0.0,8928,320,14,6,27,303,0,Benign
59.166.0.6,18916,149.171.126.9,25,6,3.0,37284,3380,52,42,27,0,0,Benign
59.166.0.0,55500,149.171.126.9,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.1,3385,149.171.126.0,25,6,3.0,37272,3380,52,42,27,0,0,Benign
59.166.0.3,1186,149.171.126.2,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.6,63920,149.171.126.2,6881,6,0.0,37490,1641360,674,1278,27,4294951,0,Benign
59.166.0.0,63223,149.171.126.3,14079,6,36.0,4550,69922,78,80,27,33,0,Benign
59.166.0.7,23516,149.171.126.1,111,17,11.0,568,312,4,4,0,231,0,Benign
59.166.0.2,4483,149.171.126.2,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.2,13316,149.171.126.1,6881,6,37.0,25472,1094788,454,858,27,4841,0,Benign
59.166.0.5,36618,149.171.126.7,37487,6,0.0,4456,2456,18,18,27,0,0,Benign
59.166.0.6,4803,149.171.126.2,25,6,3.0,37322,3276,52,40,27,0,0,Benign
59.166.0.5,62008,149.171.126.5,80,6,7.0,1684,10168,14,18,27,1123,0,Benign
59.166.0.3,26533,149.171.126.7,25,6,3.0,37188,3380,52,42,27,65,0,Benign
59.166.0.1,51039,149.171.126.2,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.6,38512,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.8,25044,149.171.126.2,25,6,3.0,37180,3380,52,42,27,0,0,Benign
175.45.176.2,32219,149.171.126.14,25,6,3.0,61226,2020,64,26,27,2140,1,Exploits
59.166.0.4,50173,149.171.126.9,6881,6,37.0,25160,1094788,448,858,27,5658,0,Benign
59.166.0.7,26196,149.171.126.1,57637,6,36.0,2974,33572,48,50,27,16,0,Benign
59.166.0.4,26852,149.171.126.4,5190,6,0.0,1470,1728,22,14,27,0,0,Benign
175.45.176.0,40010,149.171.126.12,520,17,0.0,104,0,2,0,0,0,0,Benign
59.166.0.6,44239,149.171.126.2,53,17,0.0,146,178,2,2,0,0,0,Benign
10.40.85.1,0,224.0.0.5,0,89,85.0,768,0,12,0,0,110009,0,Benign
59.166.0.2,45416,149.171.126.8,6881,6,37.0,13246,548216,230,438,27,4487,0,Benign
59.166.0.2,27377,149.171.126.5,55909,6,36.0,2230,13968,34,36,27,11,0,Benign
175.45.176.2,23892,149.171.126.16,179,6,13.0,522,336,10,8,19,1535,0,Benign
59.166.0.6,33589,149.171.126.7,6881,6,0.0,13558,548216,236,438,27,4294952,0,Benign
59.166.0.7,59894,149.171.126.5,6881,6,37.0,16086,655100,282,522,27,19264,0,Benign
59.166.0.0,7146,149.171.126.6,80,6,7.0,1580,10168,12,18,27,1006,0,Benign
59.166.0.0,16554,149.171.126.0,80,6,7.0,1580,10168,12,18,27,1007,0,Benign
59.166.0.0,49371,149.171.126.0,33024,6,0.0,2750,24004,44,44,27,0,0,Benign
59.166.0.2,40256,149.171.126.1,12518,6,0.0,320,1830,6,8,27,0,0,Benign
59.166.0.6,23107,149.171.126.8,65147,6,36.0,3598,48918,60,62,27,37,0,Benign
59.166.0.5,57547,149.171.126.7,25917,6,36.0,3286,35198,54,54,27,59,0,Benign
59.166.0.1,5971,149.171.126.7,49690,6,36.0,4862,79882,84,86,27,119,0,Benign
59.166.0.0,24825,149.171.126.2,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.3,11094,149.171.126.8,25,6,3.0,37200,3380,52,42,27,0,0,Benign
59.166.0.0,23248,149.171.126.3,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.0,18047,149.171.126.8,10252,17,11.0,544,304,4,4,0,1,0,Benign
59.166.0.2,9037,149.171.126.9,111,17,0.0,568,304,4,4,0,0,0,Benign
59.166.0.5,14741,149.171.126.5,11588,6,0.0,2750,28874,44,46,27,0,0,Benign
59.166.0.3,9620,149.171.126.2,6881,6,37.0,13038,548216,226,438,27,461,0,Benign
59.166.0.3,14345,149.171.126.0,17600,6,0.0,320,1934,6,8,27,0,0,Benign
59.166.0.9,21030,149.171.126.1,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.9,10752,149.171.126.9,111,17,0.0,568,304,4,4,0,0,0,Benign
59.166.0.1,62279,149.171.126.0,19112,6,36.0,2750,26584,44,46,27,27,0,Benign
59.166.0.0,17815,149.171.126.7,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.5,37517,149.171.126.0,80,6,7.0,1580,10168,12,18,27,0,0,Benign
59.166.0.0,23212,149.171.126.6,5190,6,0.0,2054,2478,22,24,27,0,0,Benign
59.166.0.4,21364,149.171.126.0,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.5,26244,149.171.126.5,80,6,7.0,1684,10168,14,18,27,1037,0,Benign
59.166.0.0,25160,149.171.126.8,26091,6,36.0,4550,71834,78,80,27,33,0,Benign
59.166.0.1,43343,149.171.126.6,57521,6,0.0,320,1836,6,8,27,0,0,Benign
59.166.0.3,27770,149.171.126.9,6881,6,0.0,1540,1644,16,18,27,0,0,Benign
59.166.0.3,57345,149.171.126.8,111,17,11.0,568,304,4,4,0,677,0,Benign
59.166.0.4,61755,149.171.126.5,21937,6,0.0,3442,43338,57,59,27,0,0,Benign
59.166.0.5,36732,149.171.126.6,34756,6,36.0,5174,91194,90,92,27,182,0,Benign
59.166.0.1,3066,149.171.126.1,25524,6,0.0,424,8824,8,12,27,0,0,Benign
59.166.0.0,65299,149.171.126.9,63212,17,11.0,544,304,4,4,0,65,0,Benign
59.166.0.6,28317,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.1,55983,149.171.126.7,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.9,50979,149.171.126.3,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.3,52748,149.171.126.7,5190,6,0.0,1064,2260,12,12,27,4,0,Benign
59.166.0.3,36976,149.171.126.2,35162,6,0.0,2542,21294,40,42,27,0,0,Benign
59.166.0.1,12655,149.171.126.6,41073,6,11.0,4256,2560,18,20,27,93,0,Benign
59.166.0.1,63720,149.171.126.1,25,6,3.0,37272,3380,52,42,27,479,0,Benign
175.45.176.1,137,149.171.126.18,137,17,10.0,17078,0,116,0,0,5287,1,Fuzzers
59.166.0.6,27961,149.171.126.2,80,6,7.0,1036,824,8,10,27,0,0,Benign
59.166.0.1,14430,149.171.126.6,22,6,92.0,26248,49578,334,354,27,4294952,0,Benign
59.166.0.2,26663,149.171.126.0,6881,6,37.0,24398,1078362,434,842,27,6938,0,Benign
59.166.0.2,2457,149.171.126.9,53,17,0.0,146,178,2,2,0,0,0,Benign
175.45.176.2,31143,149.171.126.13,520,17,0.0,104,0,2,0,0,0,0,Benign
175.45.176.0,62950,149.171.126.13,520,17,0.0,104,0,2,0,0,0,0,Benign
175.45.176.1,45986,149.171.126.10,80,6,7.0,900,256,10,6,19,769,1,Exploits
59.166.0.2,56987,149.171.126.5,35397,6,0.0,8928,320,14,6,27,282,0,Benign
59.166.0.6,26660,149.171.126.1,80,6,7.0,1684,10168,14,18,27,1216,0,Benign
59.166.0.3,31841,149.171.126.5,51331,6,36.0,2974,33118,48,50,27,16,0,Benign
59.166.0.8,27190,149.171.126.0,5190,6,0.0,2048,2514,24,28,27,151,0,Benign
59.166.0.8,44989,149.171.126.1,49992,6,0.0,320,1878,6,8,27,156,0,Benign
59.166.0.3,10551,149.171.126.5,56495,17,11.0,536,304,4,4,0,36,0,Benign
59.166.0.4,37062,149.171.126.6,143,6,4.0,7818,15328,122,126,27,0,0,Benign
59.166.0.8,50924,149.171.126.8,31345,6,0.0,2542,21834,40,42,27,0,0,Benign
59.166.0.1,33680,149.171.126.4,51009,6,36.0,2646,24570,42,44,27,21,0,Benign
59.166.0.6,54077,149.171.126.7,60285,17,0.0,520,304,4,4,0,0,0,Benign
59.166.0.3,22705,149.171.126.3,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.1,43797,149.171.126.0,25,6,3.0,37322,3276,52,40,27,740,0,Benign
59.166.0.6,55349,149.171.126.1,143,6,4.0,7804,15304,122,126,27,35,0,Benign
149.171.126.9,6745,59.166.0.0,50556,6,0.0,1800,104,6,2,25,0,0,Benign
59.166.0.4,1242,149.171.126.7,52312,6,11.0,4776,3080,28,30,27,392,0,Benign
59.166.0.2,62001,149.171.126.1,58517,6,11.0,4768,2872,24,26,27,277,0,Benign
59.166.0.9,58402,149.171.126.1,5190,6,0.0,1920,4312,22,24,27,7,0,Benign
59.166.0.4,52737,149.171.126.5,29800,6,36.0,2558,22878,40,42,27,22,0,Benign
59.166.0.3,19276,149.171.126.7,24499,6,0.0,320,1976,6,8,27,0,0,Benign
59.166.0.2,62355,149.171.126.1,22562,6,36.0,2854,31538,46,48,27,20,0,Benign
59.166.0.8,36186,149.171.126.3,18693,6,36.0,3302,37798,54,56,27,20,0,Benign
59.166.0.1,33029,149.171.126.0,5190,6,0.0,2054,2478,22,24,27,5,0,Benign
59.166.0.9,40477,149.171.126.9,21,6,1.0,2934,3740,52,54,27,876,0,Benign
175.45.176.0,65146,149.171.126.10,179,6,13.0,960,624,16,12,19,976,0,Benign
59.166.0.7,57895,149.171.126.7,56092,6,0.0,2230,14370,34,36,27,0,0,Benign
59.166.0.2,28834,149.171.126.7,53184,6,0.0,4014,58418,68,70,27,0,0,Benign
59.166.0.9,23308,149.171.126.6,21338,6,36.0,3182,35198,52,54,27,51,0,Benign
59.166.0.2,9039,149.171.126.8,7680,6,36.0,2974,33842,48,50,27,16,0,Benign
59.166.0.5,49725,149.171.126.0,1807,6,36.0,4238,61150,72,74,27,128,0,Benign
59.166.0.9,39789,149.171.126.1,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.3,8867,149.171.126.3,42718,6,36.0,2438,18678,38,40,27,10,0,Benign
59.166.0.4,31633,149.171.126.3,36885,6,36.0,2646,26176,42,44,27,17,0,Benign
59.166.0.6,8298,149.171.126.0,111,17,0.0,568,312,4,4,0,0,0,Benign
59.166.0.4,32203,149.171.126.8,25,6,3.0,37368,3380,52,42,27,0,0,Benign
59.166.0.8,32868,149.171.126.8,80,6,7.0,1684,10168,14,18,27,1006,0,Benign
59.166.0.8,57870,149.171.126.3,26026,6,36.0,2558,23320,40,42,27,12,0,Benign
59.166.0.8,16663,149.171.126.2,35272,6,36.0,3302,35712,54,56,27,24,0,Benign
59.166.0.4,38226,149.171.126.3,9385,6,11.0,4376,3080,28,30,27,801,0,Benign
59.166.0.5,29123,149.171.126.9,58212,6,0.0,2438,17532,38,38,27,0,0,Benign
59.166.0.8,43122,149.171.126.2,39261,6,0.0,424,8824,8,12,27,0,0,Benign
59.166.0.1,29678,149.171.126.2,80,6,7.0,17850,1068390,334,733,27,4294935,0,Benign
59.166.0.7,14251,149.171.126.7,40524,6,0.0,4280,2456,18,18,27,0,0,Benign
59.166.0.1,62349,149.171.126.8,22,6,92.0,9504,12298,108,114,27,609,0,Benign
59.166.0.6,61191,149.171.126.3,59089,6,36.0,4862,76262,84,86,27,151,0,Benign
59.166.0.4,42213,149.171.126.2,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,24488,149.171.126.8,59969,6,36.0,3182,39582,52,54,27,80,0,Benign
59.166.0.0,55615,149.171.126.2,27076,6,36.0,2230,13500,34,36,27,8,0,Benign
59.166.0.6,24370,149.171.126.4,53645,6,0.0,320,1906,6,8,27,0,0,Benign
59.166.0.0,52422,149.171.126.9,25,6,3.0,37134,3380,52,42,27,324,0,Benign
175.45.176.0,1053,149.171.126.16,520,17,0.0,104,0,2,0,0,0,1,Fuzzers
59.166.0.4,8245,149.171.126.1,111,17,0.0,568,312,4,4,0,0,0,Benign
59.166.0.2,37359,149.171.126.5,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.8,27826,149.171.126.7,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.8,30910,149.171.126.5,53304,6,36.0,3302,35712,54,56,27,20,0,Benign
59.166.0.0,37469,149.171.126.6,42021,17,11.0,528,304,4,4,0,1,0,Benign
59.166.0.8,5699,149.171.126.1,24160,6,0.0,320,1930,6,8,27,364,0,Benign
175.45.176.1,53755,149.171.126.13,111,6,11.0,552,336,10,8,19,2904,1,Reconnaissance
59.166.0.9,65496,149.171.126.7,53,17,5.0,132,164,2,2,0,0,0,Benign
59.166.0.9,28859,149.171.126.4,6881,6,37.0,21350,954598,378,748,27,5983,0,Benign
59.166.0.2,34791,149.171.126.7,13373,17,11.0,520,304,4,4,0,36,0,Benign
59.166.0.0,15542,149.171.126.4,6881,6,37.0,1540,1644,16,18,27,18,0,Benign
59.166.0.1,1702,149.171.126.9,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.9,11264,149.171.126.7,5190,6,0.0,3848,19084,50,52,27,1087,0,Benign
59.166.0.6,19215,149.171.126.1,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.7,26608,149.171.126.2,143,6,4.0,7810,15664,122,126,27,1108,0,Benign
59.166.0.0,45411,149.171.126.0,53,17,5.0,132,164,2,2,0,1,0,Benign
59.166.0.2,41372,149.171.126.2,6881,6,37.0,2302,34406,30,42,27,439,0,Benign
59.166.0.7,59361,149.171.126.7,65449,6,36.0,4238,65118,72,74,27,31,0,Benign
59.166.0.5,29780,149.171.126.1,26463,6,36.0,3806,52014,64,66,27,302,0,Benign
59.166.0.2,18484,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.9,36731,149.171.126.8,6881,6,37.0,8744,324476,148,266,27,797,0,Benign
59.166.0.0,10804,149.171.126.3,5190,6,0.0,1036,2366,12,14,27,17,0,Benign
59.166.0.2,62517,149.171.126.1,2209,6,0.0,424,8824,8,12,27,224,0,Benign
59.166.0.3,40293,149.171.126.5,80,6,7.0,1684,10168,14,18,27,1101,0,Benign
175.45.176.1,60840,149.171.126.10,80,6,7.0,1354,2434,10,10,27,521,1,Generic
59.166.0.4,64201,149.171.126.1,6881,6,37.0,10718,420722,184,340,27,2554,0,Benign
59.166.0.4,42047,149.171.126.4,80,6,7.0,1580,10168,12,18,27,1006,0,Benign
59.166.0.3,8802,149.171.126.1,6798,6,36.0,3614,45854,60,62,27,75,0,Benign
59.166.0.7,38286,149.171.126.3,21,6,1.0,2934,3738,52,54,27,304,0,Benign
175.45.176.2,61192,149.171.126.13,179,6,13.0,522,256,10,6,19,824,0,Benign
59.166.0.6,4304,149.171.126.2,80,6,7.0,1684,10168,14,18,27,1009,0,Benign
59.166.0.2,40373,149.171.126.0,143,6,4.0,7810,15714,122,126,27,0,0,Benign
59.166.0.3,17513,149.171.126.5,6881,6,37.0,13038,548216,226,438,27,1575,0,Benign
59.166.0.1,49061,149.171.126.2,46378,17,11.0,528,304,4,4,0,75,0,Benign
59.166.0.9,25988,149.171.126.5,29545,6,0.0,3390,42510,56,58,27,0,0,Benign
59.166.0.8,42726,149.171.126.7,4853,6,36.0,2958,31788,48,50,27,16,0,Benign
59.166.0.3,19209,149.171.126.0,80,6,7.0,1580,10168,12,18,27,1099,0,Benign
59.166.0.5,3560,149.171.126.7,53514,6,36.0,3598,46036,60,62,27,64,0,Benign
59.166.0.9,27637,149.171.126.7,57508,6,0.0,4342,61854,74,74,27,0,0,Benign
59.166.0.4,48401,149.171.126.1,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.8,44343,149.171.126.4,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.1,53569,149.171.126.7,29713,6,36.0,2974,33118,48,50,27,20,0,Benign
59.166.0.7,65033,149.171.126.7,111,17,0.0,568,304,4,4,0,0,0,Benign
59.166.0.8,57023,149.171.126.1,53,17,5.0,146,178,2,2,0,1,0,Benign
175.45.176.0,43594,149.171.126.15,179,6,13.0,534,336,10,8,19,1473,0,Benign
59.166.0.5,38515,149.171.126.0,39353,6,11.0,4680,3080,28,30,27,516,0,Benign
59.166.0.2,43934,149.171.126.5,33791,17,0.0,520,304,4,4,0,0,0,Benign
175.45.176.3,15243,149.171.126.16,520,17,0.0,1098,0,2,0,0,0,0,Benign
59.166.0.4,57732,149.171.126.5,111,17,11.0,568,304,4,4,0,207,0,Benign
59.166.0.0,48636,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.9,5946,149.171.126.2,25,6,0.0,37086,3268,49,40,27,0,0,Benign
59.166.0.2,8830,149.171.126.0,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.1,29063,149.171.126.0,54752,6,36.0,2854,31538,46,48,27,27,0,Benign
59.166.0.4,6129,149.171.126.4,43343,6,36.0,2974,30516,48,50,27,55,0,Benign
59.166.0.7,38931,149.171.126.5,8059,6,11.0,8752,6160,56,60,27,400,0,Benign
59.166.0.0,57393,149.171.126.1,23766,6,0.0,4862,79236,84,86,27,0,0,Benign
59.166.0.5,20212,149.171.126.4,6881,6,37.0,1540,1644,16,18,27,19,0,Benign
59.166.0.8,7203,149.171.126.6,80,6,7.0,1684,10168,14,18,27,1027,0,Benign
59.166.0.7,45513,149.171.126.1,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.0,30560,149.171.126.4,58288,6,36.0,3286,35198,54,54,27,75,0,Benign
59.166.0.0,37301,149.171.126.7,8774,17,11.0,536,304,4,4,0,2,0,Benign
175.45.176.0,0,149.171.126.18,0,47,80.0,156,0,2,0,0,0,1,Reconnaissance
59.166.0.7,10092,149.171.126.0,11230,17,11.0,536,304,4,4,0,1,0,Benign
59.166.0.6,64911,149.171.126.2,6881,6,37.0,1540,1644,16,18,27,17,0,Benign
59.166.0.6,57308,149.171.126.5,5190,6,0.0,1036,2262,12,12,27,4,0,Benign
59.166.0.9,2238,149.171.126.4,143,6,4.0,7804,15506,122,126,27,911,0,Benign
59.166.0.5,28093,149.171.126.4,6881,6,37.0,6562,239062,108,198,27,239,0,Benign
59.166.0.0,1194,149.171.126.0,80,6,7.0,1580,10168,12,18,27,1021,0,Benign
59.166.0.3,10064,149.171.126.3,35397,6,0.0,8928,320,14,6,27,0,0,Benign
59.166.0.7,62070,149.171.126.3,65210,6,36.0,3806,51314,64,66,27,31,0,Benign
59.166.0.1,14599,149.171.126.1,44727,6,36.0,2766,26496,44,46,27,33,0,Benign
59.166.0.7,56378,149.171.126.4,22,6,92.0,5928,8010,62,58,27,1049,0,Benign
59.166.0.9,29527,149.171.126.3,5190,6,0.0,1920,4312,22,24,27,5,0,Benign
59.166.0.3,57867,149.171.126.1,55818,6,36.0,3598,49642,60,62,27,23,0,Benign
59.166.0.9,33570,149.171.126.4,143,6,4.0,7806,15104,122,126,27,80,0,Benign
59.166.0.8,55862,149.171.126.4,62064,6,36.0,2542,21294,40,42,27,46,0,Benign
59.166.0.3,30895,149.171.126.5,65034,6,0.0,320,1850,6,8,27,47,0,Benign
59.166.0.1,4466,149.171.126.0,53,17,5.0,130,162,2,2,0,0,0,Benign
175.45.176.0,22798,149.171.126.11,111,6,11.0,552,336,10,8,19,624,1,Reconnaissance
59.166.0.5,9517,149.171.126.0,2606,17,11.0,512,304,4,4,0,1,0,Benign
59.166.0.7,5721,149.171.126.0,21,6,1.0,2934,3738,52,54,27,2554,0,Benign
175.45.176.1,63022,149.171.126.18,179,6,13.0,25634,746,32,14,19,1038,0,Benign
59.166.0.0,58259,149.171.126.0,5190,6,0.0,2054,2478,22,24,27,275,0,Benign
175.45.176.3,49312,149.171.126.12,111,6,11.0,552,336,10,8,19,894,1,Reconnaissance
59.166.0.7,21493,149.171.126.6,19395,6,36.0,2750,26060,44,44,27,55,0,Benign
59.166.0.5,42289,149.171.126.0,4402,6,0.0,4550,70312,78,80,27,0,0,Benign
59.166.0.1,64666,149.171.126.0,63418,6,0.0,3598,45458,60,62,27,0,0,Benign
59.166.0.2,16253,149.171.126.3,14138,6,36.0,2958,32642,48,50,27,16,0,Benign
59.166.0.0,22264,149.171.126.7,6881,6,37.0,13454,548216,234,438,27,7136,0,Benign
59.166.0.6,8712,149.171.126.7,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.0,60197,149.171.126.2,36523,6,36.0,4238,65596,72,74,27,80,0,Benign
59.166.0.2,36353,149.171.126.3,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.4,3777,149.171.126.0,1953,6,0.0,2542,20826,40,40,27,0,0,Benign
59.166.0.1,2036,149.171.126.8,80,6,7.0,1580,10168,12,18,27,1123,0,Benign
59.166.0.4,30623,149.171.126.2,5190,6,0.0,1064,2260,12,12,27,3,0,Benign
59.166.0.8,28596,149.171.126.5,25,6,3.0,38298,3380,54,42,27,0,0,Benign
59.166.0.0,15426,149.171.126.0,13450,6,36.0,4862,82278,84,86,27,115,0,Benign
59.166.0.9,17782,149.171.126.6,5190,6,0.0,2158,2464,24,24,27,176,0,Benign
59.166.0.8,32115,149.171.126.1,80,6,7.0,1580,10168,12,18,27,1365,0,Benign
59.166.0.3,23504,149.171.126.4,53,17,5.0,260,324,4,4,0,1,0,Benign
59.166.0.5,49423,149.171.126.6,53088,6,36.0,4222,61786,72,74,27,210,0,Benign
59.166.0.7,9470,149.171.126.4,6881,6,0.0,1540,1644,16,18,27,0,0,Benign
59.166.0.1,3638,149.171.126.1,5190,6,0.0,1920,4312,22,24,27,92,0,Benign
59.166.0.7,53387,149.171.126.0,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.9,53371,149.171.126.1,80,6,7.0,1038,820,8,10,27,3,0,Benign
59.166.0.3,4188,149.171.126.8,1915,6,36.0,2334,16822,36,38,27,8,0,Benign
59.166.0.6,12928,149.171.126.4,41036,6,0.0,8928,320,14,6,27,221,0,Benign
59.166.0.7,1466,149.171.126.3,18004,6,36.0,3806,53008,64,66,27,43,0,Benign
59.166.0.7,63164,149.171.126.2,17357,6,36.0,2958,32408,48,50,27,16,0,Benign
59.166.0.5,64947,149.171.126.6,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.1,46825,149.171.126.2,1778,6,0.0,2750,27344,44,46,27,0,0,Benign
59.166.0.5,22583,149.171.126.6,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.8,45587,149.171.126.3,8773,6,36.0,2750,26406,44,46,27,16,0,Benign
59.166.0.4,41149,149.171.126.6,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.2,46715,149.171.126.1,47434,6,11.0,4448,2456,18,18,27,4,0,Benign
59.166.0.2,53581,149.171.126.2,6881,6,37.0,12034,495632,208,396,27,555,0,Benign
175.45.176.3,27633,149.171.126.19,445,6,10.16,1046,778,12,10,19,1437,1,Fuzzers
59.166.0.8,57555,149.171.126.8,5190,6,0.0,1920,4312,22,24,27,50,0,Benign
59.166.0.5,54805,149.171.126.5,80,6,7.0,1580,10168,12,18,27,1031,0,Benign
59.166.0.9,55319,149.171.126.1,62201,6,11.0,4112,2456,18,18,27,7,0,Benign
59.166.0.0,12897,149.171.126.3,10785,6,0.0,3806,50974,64,66,27,0,0,Benign
59.166.0.3,13994,149.171.126.1,38325,6,0.0,2750,27346,44,46,27,0,0,Benign
59.166.0.4,52931,149.171.126.4,30081,6,36.0,2558,23470,40,42,27,16,0,Benign
59.166.0.6,28716,149.171.126.0,26907,6,36.0,2750,28086,44,46,27,14,0,Benign
59.166.0.8,28932,149.171.126.6,54557,6,36.0,2334,16102,36,38,27,31,0,Benign
59.166.0.0,26421,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.5,21119,149.171.126.8,143,6,4.0,7814,15688,122,126,27,814,0,Benign
59.166.0.0,6421,149.171.126.8,11399,6,0.0,424,8824,8,12,27,549,0,Benign
59.166.0.4,15409,149.171.126.8,35006,6,0.0,3614,49036,60,62,27,0,0,Benign
59.166.0.9,24976,149.171.126.1,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.0,8763,149.171.126.5,7767,6,36.0,3182,39076,52,54,27,26,0,Benign
59.166.0.7,31363,149.171.126.8,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.1,8688,149.171.126.3,111,17,11.0,568,320,4,4,0,76,0,Benign
59.166.0.0,48520,149.171.126.3,143,6,4.0,7824,14814,122,126,27,0,0,Benign
59.166.0.2,58035,149.171.126.8,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.2,24545,149.171.126.1,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.7,37990,149.171.126.5,40683,6,36.0,2438,20194,38,40,27,12,0,Benign
59.166.0.2,22382,149.171.126.2,80,6,7.0,18162,1087890,340,746,27,1156,0,Benign
59.166.0.1,43579,149.171.126.6,2468,6,36.0,4862,76262,84,86,27,38,0,Benign
59.166.0.9,41982,149.171.126.6,80,6,7.0,1287,9000,11,12,26,0,0,Benign
59.166.0.9,29802,149.171.126.9,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.0,13261,149.171.126.2,3003,6,36.0,3494,42080,58,58,27,65,0,Benign
59.166.0.2,39288,149.171.126.9,7501,6,0.0,2558,23148,40,42,27,0,0,Benign
59.166.0.5,48033,149.171.126.4,25,6,3.0,37154,3172,52,38,27,0,0,Benign
59.166.0.6,28292,149.171.126.4,26417,6,36.0,5174,85520,90,92,27,237,0,Benign
59.166.0.9,50577,149.171.126.5,6881,6,37.0,31810,1400266,570,1090,27,8010,0,Benign
59.166.0.2,14709,149.171.126.3,80,6,7.0,16706,1087900,312,746,27,4294936,0,Benign
59.166.0.4,42430,149.171.126.0,4506,6,0.0,2438,18678,38,40,27,0,0,Benign
59.166.0.0,6085,149.171.126.2,53,17,0.0,146,178,2,2,0,0,0,Benign
175.45.176.1,0,149.171.126.17,0,202,0.0,200,0,2,0,0,0,1,Reconnaissance
59.166.0.0,36939,149.171.126.3,80,6,7.0,1580,10168,12,18,27,1007,0,Benign
59.166.0.2,22221,149.171.126.3,111,17,11.0,568,304,4,4,0,38,0,Benign
59.166.0.0,7967,149.171.126.9,21,6,1.0,2934,3740,52,54,27,0,0,Benign
59.166.0.4,2684,149.171.126.0,24160,6,0.0,320,1930,6,8,27,379,0,Benign
59.166.0.3,31998,149.171.126.2,53,17,5.0,146,178,2,2,0,1,0,Benign
